순위,ISBN,상품번호,상품명,정가,판매가,YES포인트,저자,출판사,설명,할인율(%),설명길이
242,9791158883591,58774995,부자 아빠 가난한 아빠 20주년 특별 기념판,17000,15300,850,로버트 기요사키 저/안진환 역,민음인,"전 세계에서 가장 많이 팔린 경제경영서
‘부자 아빠 가난한 아빠’ 20주년 기념 
업그레이드 에디션 출간!

- 세계 금융 변화에 맞춘 41개의 NEW 코멘트
- 토론과 실천을 위한 10가지 스터디세션 등 500매 분량의 내용 추가

1997년 미국에서 처음 출간된 이래 전 세계 51가지 언어로 109개국에서 출판되어 4000만 부(국내 350만 부)가 판매된 경제경영 재테크 분야 최고의 밀리언셀러 ‘부자 아빠 가난한 아빠’ 시리즈. 20년의 세월을 통해 검증된 부자들의 돈과 투자에 대한 지침들과 오늘날의 시대상에 맞춘 새로운 정보들이 추가된 『부자 아빠 가난한 아빠 20주년 특별 기념판』이 ㈜민음인에서 출간되었다. 지난 20년간 독자들에게 가장 많은 사랑을 받아 온 『부자 아빠 가난한 아빠 1』의 내용에 세계 금융 변화에 맞춘 41개의 ‘20년 전 그리고 오늘’과 토론과 실천을 위한 10가지 ‘스터디세션’ 등 원고지 500매 분량이 추가된 업그레이드 에디션이다.",10.0,489
243,9788949162621,143258807,학교 옆 만능빌딩,13000,11700,650,이현지 글/김민우 그림,비룡소,"“사과 편지를 받았어도 같이 놀 수는 없는걸.” 

학교폭력위원회 1호 조치 이후 관계 회복이 어려운 교실 
만능빌딩 수많은 학원에서도 배울 수 없는 관계의 진실 

제14회 비룡소 문학상을 수상한 이현지의 『학교 옆 만능빌딩』이 출간되었다. 비룡소 문학상은 혼자 책 읽기를 본격적으로 시작하는 저학년들을 위해 매년 신선하고 색다른 작품을 선정해 왔으며, 『한밤중 달빛 식당』, 『꽝 없는 뽑기 기계』, 『깊은 밤 필통 안에서(2025 초등 교과서 수록)』 등 수상작이 출간될 때마다 단숨에 베스트셀러에 올라 저학년 문학에 활기를 불어넣어 왔다. 이번 수상작 『학교 옆 만능빌딩』은 ‘오늘의 어린이들이 부딪치고 있는 핵심 문제를 드러낸 문제작. 이 시대에 꼭 필요한 작품.’이라는 찬사를 받으며 당선작으로 선정되었다. 

학원이라면 안 다녀 본 곳이 없는 아이 재이.",10.0,429
244,9788974259198,129094064,부의 역설,18000,16200,900,강범구 저,국일미디어,"부자가 되고 싶다면 열심히 살지 말고 ‘뇌’를 바꿔라
자기계발 시장에 파문을 일으키는 화제의 신간!

대부분의 자기계발서는 ‘맡은 일을 열심히 수행하라’, ‘아침에 일찍 일어나라’, ‘누구에게나 친절히 대하라’와 같은 생산적 행동을 실천하라고 권한다. 혹은 ‘매사를 긍정적으로 받아들여라’, ‘하루하루에 감사하라’ 등의 태도를 유지할 것을 요구한다. 그러나 이것은 틀렸다. 어떤 자기계발도 우리를 성공시킬 수 없다. 우리가 지금까지 실천해온 자기계발 행동들은 사실, 우리를 성공하지 못하도록 붙잡는 올가미였다.

그 이유는 ‘뇌’를 바꾸지 않은 채 ‘행동’만 했기 때문이다. NLP(신경언어프로그램) 전문가인 저자는 우리가 아무리 자기계발을 하고 열심히 살아도 뇌가 가난한 상태 그대로 있으면 절대 성공할 수 없다고 밝힌다. 더 나아가 하기 싫어도 억지로 하는 ‘노력’들이 우리의 뇌를 더더욱 망가뜨린다는 사실을 강조한다.",10.0,460
245,9791192559742,120785860,좋은 일이 오려고 그러나 보다 (리커버판),16800,15120,840,박여름 저,히읏,"“힘든 일이 오더라도
너무 무너지기만 하진 말자.
더 좋은 일이 오려고 그러나 보다
그래서 아픈가 보다 생각하자.”

더 좋은 사람이 되고 싶은
당신에게 전하는 다정한 말들

『좋은 일이 오려고 그러나 보다』는 뛰어난 공감능력과 정감 가는 말투로 7만 명 이상의 독자들에게 사랑과 응원을 건네는 박여름 작가의 새 에세이이다. 누구나 한 번은 겪어봤을 법한 일들, 한 번은 통과했어야 했던 나날들을 누구보다 잘 알아주고 다독여 주는 책이다.

책에는 살아가면서 마주하는 수많은 불안, 슬픔, 이별, 새로운 만남 등을 작가 특유의 시선으로 해석하여 읽기 좋게 가공한 짧고도 긴 글들이 수록되어 있다. 누군가의 따뜻한 마음씨가 필요할 때마다 한 편씩 꺼내 읽다 보면, 어느새 마음이 한결 괜찮아져 있음을 깨닫게 될 것이다.

우리는 늘 더 좋은 사람, 멋진 사람이 되기를 꿈꾼다. 그래야 다른 좋은 사람과 더 좋은 일들이 나를 찾아올 것이라고 생각하기 때문이다.",10.0,479
246,9791163400554,105877309,하루 한장 초등 영어 파닉스+발음기호,14000,12600,700,이문필 저,키즈프렌즈,"영단어 읽기 어렵지 않아요! 초등 영어 파닉스&발음기호 한 권으로 끝!
이 책은 초등영어 읽기와 쓰기의 기본인 파닉스와 국제음성기호를 포함한 발음기호를 한 권으로 학습할 수 있습니다.",10.0,102
247,9791164389551,95161627,"나태주, 시간의 쉼표",15800,14220,790,나태주 글그림,서울문화사,"짧고, 쉽고, 단출한 글자만으로 우리의 마음에 큰 위로를 전하는 이 시대 가장 따뜻한 시인, 나태주의 글과 그림으로 구성된 일력이 출간되었다. 작은 탁상달력 형태인 이 책은 1월 1일부터 12월 31일까지의 숫자가 나태주 시인의 손글씨로 적혀 있어, 시인 특유의 친근한 온정을 그대로 느낄 수 있게 한다. 한국인이 사랑하는 시집 『꽃을 보듯 너를 본다』, 『혼자서도 별인 너에게』 등에 수록된 주옥같은 시들 중 그날그날에 어울리는 시구들을 정선하여 구성했다. “시를 쓰다 보면 그림이 떠오르고 그림을 그리다 보면 시가 써지기도” 한다는 나태주 시인에게 그림 그리기는 “시 쓰기와 형제지간”이나 다름없다. 이렇듯 시인은 시만큼이나 많은 그림을 그려왔다. 이 책에는 무심한 듯 세밀한 연필화부터, 채색화, 판화까지 나태주 시인이 그동안 손수 그려온 그림들이 가득 담겨 있다. 이런 다채로운 그의 그림들은 화려하지 않아 더 따스하고, 커다랗지 않아 더 애틋한 그의 시와 오롯이 닮아 있다.",10.0,494
248,9791169663885,142842850,2025 이동기 영어 신경향 직전동형 모의고사 Vol.1,11000,9900,110,이동기 편저,에스티유니타스,"『2025 이동기 영어 신경향 직전동형 모의고사 Vol.1』은 공무원 영어 시험 대비 최종 점검용으로 바뀐 출제경향에 대비한 6회분 모의고사로 구성된 교재이다. 인사혁신처에서 발표한 출제기조 전환에 따른 예시문제를 다각도로 분석하여 가장 유사한 문제들만 엄선하였고, 상세한 문제 풀이 및 오답 분석을 담은 해설집과 OMR 카드를 수록해서 실전에 완벽하게 대비할 수 있다. 또한 인사혁신처에서 발표한 출제기조 전환 예시문제 중 영역별 신유형 위주로 문항을 엄선하여 분석하고, 독해 유형의 해결 팁을 제시한 [신유형 문제풀이 전략+시험 당일 독해 워밍업]을 별책으로 제공한다.",10.0,320
249,9791190302319,140411945,2025 선재국어 실전 봉투 모의고사 1 출발선,18000,16200,180,"이선재,선재국어연구소 공편저",수비니겨,"“2025 인사 혁신처 출제 기조에 꼭 맞춘 실전 모의고사” 

『2025 선재국어 실전 봉투 모의고사 1 출발선』은 인사 혁신처 예시 문제의 철저한 분석을 바탕으로 하여, 변화하는 2025 공무원 시험 출제 기조를 완벽히 반영한 신유형 문제와, 실전과 똑같은 형태의 시험지+ OMR카드로 변화하는 2025 공무원 시험에 대비한 실전 훈련과 풀이 시간 단축에 최적화된 실전 모의고사이다. 실전 감각을 극대화하여 실제 시험장에서 긴장하지 않고 본인의 실력을 100% 발휘할 수 있도록 도와줍니다. 또한 〈NEW 나의 위치 확인 온라인 시스템〉으로 자신의 성적과 전국 단위에서의 위치를 객관적으로 정확하게 파악할 수 있다.",10.0,346
250,9788936414184,144165850,호호당 산냥이,11000,9900,550,박보영 글/김민우 그림,창비,"“신묘한 약방 호호당을 지켜라!”
천방지축 산냥이와 호호 할멈의 우당탕탕 대소동

제29회 창비 ‘좋은 어린이책’ 원고 공모 대상 수상작(저학년)

『괭이부리말 아이들』 『기호 3번 안석뽕』 『고양이 해결사 깜냥』 등 주옥같은 창작동화와 숱한 화제작을 발굴해 온 창비 ‘좋은 어린이책’ 원고 공모의 제29회 저학년 동화 부문 대상 수상작 『호호당 산냥이』가 출간되었다. 『호호당 산냥이』는 말썽꾸러기 고양이 산냥이가 신비한 약초가 가득한 호약산과 약방 호호당을 지키기 위해 좌충우돌하는 이야기다. 큰 사랑으로 산냥이를 품는 산군(山君) 호호 할멈부터 오지랖 넓은 하늘다람쥐 오람이, 음흉한 너굴 아재까지 다채로운 동물 캐릭터가 등장하여 어린이에게 친숙하게 다가간다. 실수 연발이지만 호호 할멈의 사랑을 믿고 세상을 향해 나아가는 산냥이의 모습이 독자들에게 순수한 용기를 전한다.",10.0,435
251,9791190710978,143895760,"평범한 말들의 편 가르기, 차별의 말들",18500,16650,920,태지원 저,앤의서재,"세상을 ‘우리’와 ‘그들’로 나누는, 
장벽을 쌓고 화살이 되어 날아드는 어떤 말들에 대하여

“언어에는 묘한 힘이 있다. 어떤 단어나 문장은 날 선 칼처럼 사람 사이를 갈랐다. 
이쪽 편과 저쪽 편 사이의 장벽을 세우는 말도 있었다. 궁금증이 솟았다. 
이 날 선 말은 어디에서 비롯된 걸까.” 
_ 프롤로그 중에서

“언어는 존재의 집”이라고 말한 하이데거의 말처럼, 우리는 언어로 세상을 배우고 타인과 소통하며 관계를 맺는다. 그러나 어떻게 사용하느냐에 따라, 언어는 나와 다른 타인을 품고 환대하는 도구가 될 수도, ‘우리’와 ‘그들’로 편을 가르고 분열시키는 재료가 될 수도 있다.",10.0,330
252,9791141608880,142165898,어느 날 문이 사라졌다,13500,12150,670,김은영 글/메 그림,문학동네,"제25회 문학동네어린이문학상 수상작

우리 집이 거대한 택배 상자처럼 변했다!
현관문도 창문도 사라진 집에 갇혀 버린 아이들
아웅다웅 남매 해리 해수의 집 탈출 어드벤처

어느 날 아침, 일어나 보니 집의 현관문과 창문이 모두 사라졌다. 집 안에 꼼짝없이 갇혀 버린 것이다. 집이 더 이상 안전한 공간이 아닐 때, 우리는 무엇을 할 수 있을까? 『어느 날 문이 사라졌다』는 집에서의 조난이라는 놀라운 상황에서 이야기가 시작된다. 해리와 해수 남매는 뜻밖의 재난에 “애당초 문이란 게 사라질 수 있는 거냐고!” 외치며 절망하지만, 난생처음으로 라면을 끓여 보고 화장실 청소에 도전하고, 둘이서만 잠을 자며 엄마 없는 하루하루를 살아 낸다. 전화도 인터넷도 불통. 그나마 아이들을 세상과 이어 주는 것은 띄엄띄엄 연결되는 동영상 앱(App) 아이튜브뿐. 해수는 자신의 아이튜브 채널 ‘안했슈 TV’에 재난 브이로그를 찍어 올리고, 둘의 이야기는 조금씩 유명해진다.",10.0,481
253,9791168340770,116599423,미움받을 용기 (200만 부 기념 스페셜 에디션),15900,14310,790,"기시미 이치로,고가 후미타케 저/전경아 역/김정운 감수",인플루엔셜,"200만 독자가 선택한 우리 시대의 새로운 고전!

- 51주 연속, 역대 최장기간 베스트셀러 1위!
- 전 세계 1000만 부 돌파한 글로벌 베스트셀러!

모든 고민은 인간관계에서 비롯된다.
타인에게 미움받는 것을 두려워하지 마라. 모든 것은 용기의 문제다.

사람은 누구나 변화를 원한다. 지금보다 더 자유로운 삶, 지금보다 더 성공적인 삶, 지금보다 더 행복한 삶. 하지만 우리는 쉽게 핑계를 대고, 쉽게 포기한다. 지금 자신의 인생을 되돌아보자. “내게 조금 더 능력이 있었더라면”, “좀 더 부잣집에서 태어났더라면”, “참고 견디면 언젠가 나아지겠지”라며 환경을 탓하거나 현실을 외면하지는 않았는지 말이다. 이런 우리에게 “인간은 변할 수 있고, 누구나 행복해질 수 있다”라고 단언하는 철학자가 있다.",10.0,397
254,9788965424642,107517263,해커스 JLPT(일본어능력시험)기출단어장 N5-N3,13900,12510,690,해커스 JLPT연구소 저 ,해커스어학연구소,"JLPT N3뿐만 아니라 N5-N4 단어까지 한 번에 학습 가능한 
N5-N3 단어 학습 최적화 단어장!

JLPT N3 합격을 도와주는 단어 총 2,500개를 효율적으로 학습할 수 있다. 단어뿐만 아니라 JLPT N3 시험에 자주 나오는 문형까지도 꼼꼼히 학습할 수 있다. QR코드로 다운로드 없이 언제 어디서나 학습 가능한 다양한 [무료 MP3]를 제공한다. 단어 암기 효과를 극대화하는 해커스만의 무료 학습 자료를 통해 더 철저한 시험 대비가 가능하다.",10.0,256
255,9791161571188,99308021,불편한 편의점,14000,12600,700,김호연 저,나무옆의자,"불편한데 자꾸 가고 싶은 편의점이 있다! 
힘들게 살아낸 오늘을 위로하는 편의점의 밤
정체불명의 알바로부터 시작된 웃음과 감동의 나비효과
『망원동 브라더스』 김호연의 ‘동네 이야기’ 시즌 2

2013년 세계문학상 우수상 수상작 『망원동 브라더스』로 데뷔한 후 일상적 현실을 위트 있게 그린 경쾌한 작품과 인간의 내밀한 욕망을 기발한 상상력으로 풀어낸 스릴러 장르를 오가며 독자적인 작품 세계를 쌓아올린 작가 김호연. 그의 다섯 번째 장편소설 『불편한 편의점』이 출간되었다. 『불편한 편의점』은 청파동 골목 모퉁이에 자리 잡은 작은 편의점을 무대로 힘겨운 시대를 살아가는 우리 이웃들의 삶의 속내와 희로애락을 따뜻하고 유머러스하게 담아낸 작품이다. 『망원동 브라더스』에서 망원동이라는 공간의 체험적 지리지를 잘 활용해 유쾌한 재미와 공감을 이끌어냈듯 이번에는 서울의 오래된 동네 청파동에 대한 공감각을 생생하게 포착해 또 하나의 흥미진진한 ‘동네 이야기’를 탄생시켰다.",10.0,486
